2024-11-25 04:58:01,186 - INFO - Initialized DanGPT Pipeline.
2024-11-25 04:58:01,187 - INFO - Calculated temperatures: [1.0, 0.9375, 0.875, 0.8125, 0.75, 0.6875, 0.625, 0.5625, 0.5]
2024-11-25 04:58:01,187 - INFO - Pipeline execution started.
2024-11-25 04:58:01,187 - INFO - Generating thought 1 on GPU 2 with temperature 1.0
2024-11-25 04:58:01,187 - INFO - Starting GPU monitor (threshold: 75°C, interval: 2s)
2024-11-25 04:58:01,271 - INFO - Current GPU Temperatures: GPU0: 47.0°C, GPU1: 45.0°C, GPU2: 44.0°C, GPU3: 58.0°C
2024-11-25 05:15:32,351 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:34,433 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:36,494 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:38,573 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:15:40,653 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:42,733 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:44,794 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:15:46,855 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:48,937 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:51,016 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:15:53,078 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:15:55,156 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:15:57,217 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:15:59,297 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:01,377 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:03,450 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:05,532 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:07,593 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:09,646 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:16:11,729 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:13,790 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:15,850 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:16:17,930 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:20,008 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:22,090 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:16:24,150 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:26,229 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:28,290 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:30,374 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:32,453 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:34,514 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:36,596 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:38,658 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:40,722 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:42,802 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:44,862 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:46,942 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:49,003 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:51,085 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:53,166 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:16:55,246 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:57,326 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:16:59,405 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:01,466 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:03,546 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:05,626 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:07,686 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:09,767 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:11,830 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:13,890 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:15,972 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:18,054 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:20,128 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:17:22,190 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:17:24,269 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:17:26,349 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:17:28,431 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:30,513 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:32,593 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:34,674 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:36,735 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:17:38,816 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:17:40,900 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 63.0°C
2024-11-25 05:17:42,962 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 63.0°C
2024-11-25 05:17:45,017 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:17:47,097 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:49,177 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:51,258 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:17:53,344 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:55,405 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:57,485 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:17:59,565 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 63.0°C
2024-11-25 05:18:01,618 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 63.0°C
2024-11-25 05:18:03,698 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:18:05,777 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:07,857 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 59.0°C, GPU3: 63.0°C
2024-11-25 05:18:09,937 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 63.0°C
2024-11-25 05:18:10,983 - INFO - Thought 7 saved to /home/daniel/Desktop/DanGPT/Thoughts/thought_7.txt
2024-11-25 05:18:10,983 - INFO - Generating thought 8 on GPU 2 with temperature 0.5625
2024-11-25 05:18:12,017 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:14,102 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:16,186 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:18,245 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:20,326 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:22,406 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:24,466 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:26,546 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:28,625 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:30,686 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:32,765 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:34,826 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:36,905 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:38,967 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:18:41,036 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:43,099 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:45,162 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:47,222 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:18:49,283 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:18:51,365 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:18:53,449 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:18:55,510 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:18:57,589 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:18:59,650 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:19:01,729 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:19:03,809 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:19:05,890 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:19:07,970 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:19:10,049 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:19:12,129 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:19:14,210 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:19:16,270 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:19:18,334 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:19:20,413 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:19:22,474 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:19:24,559 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:19:26,622 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:28,682 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:30,746 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:32,826 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 66.0°C
2024-11-25 05:19:34,886 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 66.0°C
2024-11-25 05:19:36,965 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:19:39,045 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:19:41,125 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:43,204 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:45,267 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:19:47,349 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:19:49,410 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:19:51,489 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:19:53,568 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:19:55,622 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:19:57,684 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:19:59,765 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 65.0°C
2024-11-25 05:20:01,846 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:20:03,919 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:20:06,000 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:20:08,083 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 66.0°C
2024-11-25 05:20:10,165 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 66.0°C
2024-11-25 05:20:12,245 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 65.0°C
2024-11-25 05:20:14,329 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 65.0°C
2024-11-25 05:20:16,408 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:20:18,490 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:20:20,571 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:20:22,633 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 65.0°C
2024-11-25 05:20:24,713 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:20:26,779 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 65.0°C
2024-11-25 05:20:28,855 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:20:30,937 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 65.0°C
2024-11-25 05:20:33,018 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 65.0°C
2024-11-25 05:20:35,098 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:20:37,153 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 65.0°C
2024-11-25 05:20:39,235 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:20:41,320 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:20:43,395 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:20:45,477 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 57.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:20:47,534 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:20:49,611 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:20:51,683 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:20:53,767 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:20:55,825 - INFO - Current GPU Temperatures: GPU0: 63.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:20:57,906 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:20:59,966 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:21:02,027 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 59.0°C, GPU3: 64.0°C
2024-11-25 05:21:04,103 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:21:06,186 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 64.0°C
2024-11-25 05:21:06,678 - INFO - Thought 8 saved to /home/daniel/Desktop/DanGPT/Thoughts/thought_8.txt
2024-11-25 05:21:06,678 - INFO - Generating thought 9 on GPU 2 with temperature 0.5
2024-11-25 05:21:08,267 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:21:10,323 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:21:12,405 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:21:14,493 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:21:16,573 - INFO - Current GPU Temperatures: GPU0: 63.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 64.0°C
2024-11-25 05:21:18,654 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:21:20,734 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 64.0°C
2024-11-25 05:21:22,794 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 64.0°C
